,XAUUSD_Close,XAUUSD_Open,XAUUSD_High,XAUUSD_Low,DXY_Close,SPX_Close,US10Y_Close,VIX_Close
2018-09-11,1198.4,1194.96,1199.43,1187.83,95.249,2887.89,2.9787,13.22
2018-09-12,1206.0,1198.24,1208.5,1192.82,94.799,2888.92,2.9622,13.14
2018-09-13,1201.3,1206.58,1212.64,1200.328,94.518,2904.18,2.9723,12.37
2018-09-14,1193.6,1201.4,1208.7,1193.05,94.927,2904.98,2.9986,12.07
2018-09-17,1200.5,1193.56,1204.9,1192.97,94.496,2888.8,2.9913,13.68
2018-09-18,1197.9,1201.246,1203.54,1195.98,94.64,2904.31,3.0607,12.79
2018-09-19,1204.0,1197.9,1206.2,1197.86,94.537,2907.95,3.0631,11.75
2018-09-20,1207.3,1203.75,1208.4,1201.47,93.912,2930.75,3.0664,11.8
2018-09-21,1199.66,1207.106,1211.05,1191.978,94.22,2929.67,3.0642,11.68
2018-09-24,1198.7,1199.22,1204.2,1194.54,94.185,2919.37,3.0917,12.2
2018-09-25,1201.3,1198.5,1203.5,1197.2,94.133,2915.56,3.1001,12.42
2018-09-26,1194.2,1200.79,1202.47,1190.66,94.193,2905.97,3.0494,12.89
2018-09-27,1183.1,1194.55,1198.63,1181.97,94.894,2914.0,3.0564,12.41
2018-09-28,1190.4,1183.1,1193.9,1180.86,95.132,2913.98,3.0658,12.12
2018-10-01,1188.9,1191.26,1192.41,1184.71,95.298,2924.59,3.0859,12.0
2018-10-02,1202.8,1188.55,1208.5,1188.55,95.507,2923.43,3.0687,12.05
2018-10-03,1197.1,1202.7,1208.278,1196.76,95.762,2925.51,3.1832,11.61
2018-10-04,1199.8,1197.28,1206.9,1196.11,95.751,2901.61,3.1932,14.22
2018-10-05,1203.29,1199.81,1206.0,1197.38,95.624,2885.57,3.2389,14.82
2018-10-08,1188.1,1202.61,1204.08,1183.05,95.761,2884.43,3.2322,15.69
2018-10-09,1189.3,1188.75,1191.89,1183.41,95.668,2880.34,3.2063,15.95
2018-10-10,1194.3,1189.426,1195.0,1185.47,95.508,2785.68,3.1714,22.96
2018-10-11,1224.3,1194.25,1226.4,1191.42,95.017,2728.37,3.1583,24.98
2018-10-12,1216.6,1224.3,1224.3,1215.99,95.221,2767.13,3.1679,21.31
2018-10-15,1226.8,1217.5,1233.3,1217.05,95.059,2750.79,3.1557,21.3
2018-10-16,1224.5,1226.76,1232.4,1223.57,95.048,2809.92,3.1643,17.62
2018-10-17,1222.1,1224.56,1229.6,1220.77,95.575,2809.21,3.2055,17.4
2018-10-18,1225.3,1222.0,1230.14,1218.78,95.9,2768.78,3.1814,20.06
2018-10-19,1225.6,1225.29,1230.8,1223.248,95.713,2767.78,3.1921,19.89
2018-10-22,1221.9,1226.4,1229.57,1220.21,96.013,2755.88,3.2002,19.64
2018-10-23,1230.7,1221.696,1239.9,1221.696,95.961,2740.69,3.1718,20.71
2018-10-24,1233.6,1230.245,1234.3,1225.76,96.434,2656.1,3.1087,25.23
2018-10-25,1232.1,1233.765,1239.19,1228.25,96.679,2705.57,3.121,24.22
2018-10-26,1233.08,1231.66,1243.428,1230.19,96.359,2658.69,3.0779,24.16
2018-10-29,1229.8,1233.76,1235.42,1224.4,96.579,2641.25,3.0892,24.7
2018-10-30,1222.7,1229.54,1230.59,1220.01,97.011,2682.63,3.126,23.35
2018-10-31,1215.0,1222.6,1223.27,1212.08,97.127,2711.74,3.1487,21.23
2018-11-01,1233.3,1214.55,1237.6,1214.55,96.277,2740.37,3.1332,19.34
2018-11-02,1232.53,1233.8,1236.43,1229.88,96.542,2723.06,3.2159,19.51
2018-11-05,1231.27,1232.66,1235.11,1226.96,96.279,2738.31,3.2032,19.96
2018-11-06,1226.62,1231.3,1235.94,1223.61,96.317,2755.45,3.2323,19.91
2018-11-07,1226.3,1226.88,1236.6,1223.16,95.997,2813.89,3.2378,16.36
2018-11-08,1223.78,1226.145,1227.17,1220.24,96.724,2806.83,3.2396,16.72
2018-11-09,1209.584,1223.8,1223.8,1206.8,96.905,2781.01,3.1847,17.36
2018-11-12,1200.1,1209.635,1211.48,1200.1,97.542,2726.22,3.1838,20.45
2018-11-13,1202.1,1200.1,1205.2,1196.464,97.303,2722.18,3.1397,20.02
2018-11-14,1210.65,1202.0,1216.6,1197.817,96.803,2701.58,3.1287,21.25
2018-11-15,1213.13,1210.64,1216.47,1207.92,96.927,2730.2,3.1135,19.98
2018-11-16,1221.136,1212.975,1225.4,1212.975,96.465,2736.27,3.066,18.14
2018-11-19,1223.94,1220.8,1225.4,1218.15,96.193,2690.73,3.0669,20.1
2018-11-20,1221.3,1223.735,1228.74,1220.09,96.836,2641.89,3.0642,22.48
2018-11-21,1225.77,1221.39,1230.3,1219.9,96.712,2649.93,3.0673,20.8
2018-11-26,1222.18,1222.85,1228.036,1221.86,97.074,2673.45,3.0622,18.9
2018-11-27,1214.8,1222.16,1225.26,1212.01,97.369,2682.17,3.0617,19.02
2018-11-28,1220.87,1214.8,1227.4,1211.31,96.786,2743.79,3.059,18.49
2018-11-29,1224.1,1220.905,1229.0,1220.66,96.778,2737.76,3.0325,18.79
2018-11-30,1222.136,1223.885,1225.58,1216.8,97.272,2760.17,2.9942,18.07
2018-12-03,1230.45,1222.02,1234.9,1221.44,97.04,2790.37,2.9738,16.44
2018-12-04,1238.23,1230.5,1242.0,1230.5,96.965,2700.06,2.9149,20.74
2018-12-06,1237.4,1236.97,1244.4,1234.884,96.81,2695.95,2.8955,21.19
2018-12-07,1248.165,1237.405,1250.06,1237.4,96.514,2633.08,2.8562,23.23
2018-12-10,1244.19,1248.17,1250.88,1241.77,97.219,2637.72,2.8611,22.64
2018-12-11,1243.03,1244.135,1249.516,1241.2,97.388,2636.78,2.8839,21.76
2018-12-12,1245.25,1242.97,1247.2,1242.183,97.044,2651.07,2.9136,21.46
2018-12-13,1241.54,1245.265,1246.73,1240.26,97.064,2650.54,2.9167,20.65
2018-12-14,1238.125,1241.8,1243.04,1233.065,97.443,2599.95,2.8913,21.63
2018-12-17,1245.56,1238.58,1248.1,1235.86,97.1,2545.94,2.8584,24.52
2018-12-18,1249.3,1245.555,1250.35,1245.2,97.104,2546.16,2.821,25.58
2018-12-19,1242.59,1249.095,1258.1,1241.81,97.035,2506.96,2.7606,25.58
2018-12-20,1259.7,1242.77,1266.7,1242.77,96.276,2467.42,2.8083,28.38
2018-12-21,1255.744,1259.544,1262.73,1254.08,96.956,2416.62,2.7902,30.11
2018-12-24,1269.02,1255.52,1270.5,1255.52,96.553,2351.1,2.7481,36.07
2018-12-26,1266.8,1270.3,1279.1,1264.44,97.05,2467.7,2.8097,30.41
2018-12-27,1275.5,1266.8,1278.96,1266.8,96.481,2488.83,2.7702,29.96
2018-12-28,1280.764,1275.395,1282.12,1274.39,96.402,2485.74,2.716,28.34
2018-12-31,1282.2,1280.2,1284.07,1277.6,96.173,2506.85,2.68600011,25.42
2019-01-02,1284.17,1282.25,1288.7,1278.87,96.819,2510.03,2.6328001,23.22
2019-01-03,1294.1,1284.3,1294.9,1284.3,96.305,2447.89,2.55170012,25.45
2019-01-04,1284.844,1293.93,1298.538,1276.5,96.179,2531.94,2.66770005,21.38
2019-01-07,1288.9,1284.843,1295.2,1282.76,95.666,2549.69,2.69779992,21.4
2019-01-08,1285.1,1288.895,1290.22,1279.52,95.903,2574.41,2.72979999,20.47
2019-01-09,1293.21,1284.91,1293.91,1280.243,95.219,2584.96,2.7118001,19.98
2019-01-10,1286.4,1293.4,1297.06,1286.26,95.539,2596.64,2.74569988,19.5
2019-01-11,1287.224,1286.4,1295.15,1286.4,95.67,2596.26,2.69889998,18.19
2019-01-14,1291.32,1287.3,1295.87,1287.3,95.61,2582.61,2.70600009,19.07
2019-01-15,1289.1,1291.358,1294.69,1286.89,96.039,2610.3,2.7184,18.6
2019-01-16,1293.5,1289.134,1295.0,1288.0,96.059,2616.1,2.72720003,19.04
2019-01-17,1291.674,1293.335,1295.36,1288.89,96.065,2635.96,2.75040007,18.06
2019-01-18,1281.424,1291.6,1292.5,1280.76,96.336,2670.71,2.78780007,17.8
2019-01-23,1282.5,1284.91,1286.53,1278.81,96.123,2638.7,2.74979997,19.52
2019-01-24,1280.87,1282.5,1284.82,1276.94,96.601,2642.33,2.71569991,18.89
2019-01-25,1302.91,1280.854,1303.976,1280.07,95.794,2664.76,2.7585001,17.42
2019-01-28,1303.2,1303.0,1304.41,1297.852,95.746,2643.85,2.74760008,18.87
2019-01-29,1311.41,1303.064,1311.99,1302.884,95.821,2640.0,2.7098,19.13
2019-01-30,1319.7,1311.345,1323.38,1309.16,95.34,2681.05,2.67750001,17.66
2019-01-31,1321.2,1319.8,1326.3,1317.5,95.578,2704.1,2.6328001,16.57
2019-02-01,1317.265,1321.04,1323.57,1316.23,95.579,2706.53,2.68420005,16.14
2019-02-04,1312.1,1317.394,1319.04,1308.74,95.852,2724.87,2.72530007,15.73
2019-02-05,1314.982,1312.1,1316.9,1310.9,96.067,2737.7,2.70370007,15.57
2019-02-06,1306.3,1314.73,1315.82,1306.11,96.39,2731.61,2.70000005,15.38
2019-02-07,1309.73,1306.24,1311.96,1302.91,96.507,2706.05,2.6572001,16.37
2019-02-08,1314.203,1310.0,1315.63,1307.92,96.637,2707.88,2.63389993,15.72
2019-02-11,1308.0,1314.12,1315.0,1303.84,97.057,2709.8,2.65359998,15.97
2019-02-12,1310.45,1307.87,1314.76,1306.65,96.709,2744.73,2.68589997,15.43
2019-02-13,1306.0,1310.5,1318.17,1305.16,97.129,2753.03,2.70930004,15.65
2019-02-14,1312.11,1305.99,1314.4,1302.45,96.978,2745.73,2.65540004,16.22
2019-02-15,1321.12,1312.194,1322.62,1311.54,96.904,2775.6,2.6644001,14.91
2019-02-20,1338.1,1340.8,1346.75,1337.0,96.454,2784.7,2.64829993,14.02
2019-02-21,1323.4,1338.1,1341.52,1321.302,96.605,2774.88,2.69499993,14.46
2019-02-22,1327.885,1323.4,1333.13,1321.697,96.507,2792.67,2.65359998,13.51
2019-02-25,1327.16,1327.894,1332.6,1325.24,96.413,2796.11,2.66799998,14.85
2019-02-26,1328.9,1327.235,1330.16,1323.68,96.003,2793.9,2.63750005,15.17
2019-02-27,1319.7,1328.9,1329.88,1317.08,96.154,2792.38,2.68610001,14.7
2019-02-28,1313.0,1319.55,1327.4,1312.74,96.157,2784.49,2.71679997,14.78
2019-03-01,1293.055,1312.854,1315.23,1290.28,96.527,2803.69,2.7585001,13.57
2019-03-04,1286.5,1293.18,1297.05,1282.97,96.682,2792.81,2.72410011,14.63
2019-03-05,1287.8,1286.424,1289.61,1281.35,96.866,2789.65,2.71869993,14.74
2019-03-06,1285.29,1287.8,1290.92,1283.74,96.873,2771.45,2.69339991,15.74
2019-03-07,1285.125,1286.3,1289.01,1281.01,97.667,2748.93,2.64109993,16.59
2019-03-08,1298.054,1285.4,1300.8,1285.37,97.306,2743.07,2.63030005,16.05
2019-03-11,1293.2,1298.18,1299.13,1290.64,97.215,2783.3,2.64109993,14.33
2019-03-12,1301.4,1293.3,1302.24,1292.18,96.935,2791.52,2.59969997,13.77
2019-03-13,1308.8,1301.1,1311.3,1300.73,96.55,2810.92,2.6249001,13.41
2019-03-14,1295.4,1309.12,1310.35,1292.93,96.785,2808.48,2.63030005,13.5
2019-03-15,1301.96,1295.87,1306.38,1294.14,96.595,2822.48,2.59069991,12.88
2019-03-18,1303.4,1300.9,1306.73,1298.34,96.524,2832.94,2.60509992,13.1
2019-03-19,1306.2,1303.59,1310.91,1302.48,96.383,2832.57,2.6177001,13.56
2019-03-20,1312.3,1306.14,1316.98,1298.8,95.761,2824.23,2.52449989,13.91
2019-03-21,1309.3,1312.55,1320.41,1303.41,96.495,2854.88,2.5387001,13.63
2019-03-22,1313.16,1309.28,1314.97,1306.97,96.651,2800.71,2.43729997,16.48
2019-03-25,1321.7,1312.8,1324.52,1311.13,96.566,2798.36,2.40540004,16.33
2019-03-26,1315.4,1321.45,1323.27,1312.85,96.736,2818.46,2.42479992,14.68
2019-03-27,1309.5,1315.67,1319.3,1308.27,96.774,2805.37,2.38059998,15.15
2019-03-28,1290.0,1309.34,1312.35,1288.67,97.202,2815.44,2.39109993,14.43
2019-03-29,1291.91,1289.9,1299.82,1286.87,97.284,2834.4,2.40680003,13.71
2019-04-01,1287.6,1292.4,1297.03,1286.55,97.232,2867.19,2.50270009,13.4
2019-04-02,1292.3,1287.65,1292.7,1285.37,97.361,2867.24,2.47239995,13.36
2019-04-03,1289.9,1292.24,1294.6,1288.53,97.091,2873.4,2.52769995,13.74
2019-04-04,1292.1,1289.83,1294.5,1281.03,97.308,2879.39,2.51329994,13.58
2019-04-05,1291.3,1292.27,1293.7,1284.566,97.395,2892.74,2.49889994,12.82
2019-04-08,1297.3,1289.7,1303.7,1289.7,97.05,2895.77,2.52040005,13.18
2019-04-09,1304.0,1297.43,1306.2,1296.73,97.006,2878.2,2.50239992,14.28
2019-04-10,1308.2,1303.98,1310.6,1301.13,96.946,2888.21,2.46490002,13.3
2019-04-11,1292.0,1308.122,1309.23,1289.76,97.177,2888.32,2.49880004,13.02
2019-04-12,1290.52,1292.2,1295.8,1290.19,96.972,2907.41,2.56150007,12.01
2019-04-15,1287.8,1290.65,1291.98,1282.66,96.942,2905.58,2.55609989,12.32
2019-04-16,1276.5,1287.53,1288.74,1273.07,97.043,2907.06,2.59220004,12.18
2019-04-17,1273.1,1276.65,1279.79,1273.1,97.009,2900.45,2.5940001,12.6
2019-04-18,1275.51,1273.22,1277.68,1271.2,97.474,2905.03,2.55960011,12.09
2019-04-22,1274.8,1275.49,1279.84,1273.95,97.287,2907.97,2.58669996,12.42
2019-04-23,1272.3,1275.01,1276.51,1266.42,97.636,2933.68,2.56859994,12.28
2019-04-24,1275.4,1272.33,1278.9,1268.92,98.173,2927.25,2.51810002,13.14
2019-04-25,1277.0,1275.38,1282.9,1273.52,98.203,2926.17,2.53430009,13.25
2019-04-26,1285.8,1276.976,1288.7,1274.47,98.006,2939.88,2.5,12.73
2019-04-29,1279.7,1285.73,1287.04,1278.21,97.857,2943.03,2.52699995,13.11
2019-04-30,1283.35,1279.77,1286.22,1279.77,97.479,2945.83,2.50359988,13.12
2019-05-01,1276.8,1283.24,1287.26,1273.09,97.686,2923.73,2.50169992,14.8
2019-05-02,1270.5,1276.856,1278.02,1266.39,97.832,2917.52,2.54500008,14.42
2019-05-03,1278.9,1270.56,1282.56,1268.6,97.52,2945.64,2.53049994,12.87
2019-05-06,1281.0,1278.71,1285.81,1277.15,97.515,2932.47,2.49979997,15.44
2019-05-07,1284.1,1280.95,1286.1,1278.31,97.628,2884.05,2.44770002,19.32
2019-05-08,1280.8,1284.07,1291.6,1279.47,97.623,2879.42,2.48530006,19.4
2019-05-09,1284.0,1280.74,1288.4,1279.74,97.373,2870.72,2.45289993,19.1
2019-05-10,1285.6,1283.96,1289.5,1283.27,97.33,2881.4,2.47250009,16.04
2019-05-13,1299.7,1285.62,1301.4,1282.12,97.319,2811.87,2.40330005,20.55
2019-05-14,1297.1,1299.77,1303.4,1293.85,97.526,2834.41,2.4138999,18.06
2019-05-15,1296.3,1296.56,1300.9,1293.19,97.569,2850.96,2.37680006,16.44
2019-05-16,1286.9,1296.83,1298.76,1284.22,97.855,2876.32,2.39439988,15.29
2019-05-17,1277.1,1286.76,1288.93,1275.0,97.995,2859.53,2.39269996,15.96
2019-05-20,1277.5,1277.58,1279.03,1273.78,97.933,2840.23,2.41919994,16.31
2019-05-21,1274.3,1277.7,1277.95,1269.64,98.062,2864.36,2.42810011,14.95
2019-05-22,1273.2,1274.51,1277.5,1272.63,98.041,2856.27,2.38030005,14.75
2019-05-23,1283.2,1273.01,1287.3,1272.91,97.856,2822.24,2.32200003,16.92
2019-05-24,1284.59,1283.25,1285.27,1280.88,97.613,2826.06,2.32369995,15.85
2019-05-29,1279.8,1279.42,1285.8,1279.21,98.144,2783.02,2.26220012,17.9
2019-05-30,1288.3,1279.94,1289.3,1275.14,98.142,2788.86,2.21679997,17.3
2019-05-31,1305.2,1288.33,1306.94,1288.13,97.75,2752.06,2.13319993,18.71
2019-06-03,1324.72,1305.27,1328.0,1305.27,97.142,2744.45,2.07450008,18.86
2019-06-04,1324.8,1324.72,1329.08,1320.11,97.072,2803.27,2.12100005,16.97
2019-06-05,1329.7,1325.13,1344.08,1324.64,97.32,2826.15,2.13129997,16.09
2019-06-06,1335.2,1330.88,1339.82,1327.3,97.044,2843.49,2.12089992,15.93
2019-06-07,1340.3,1335.23,1348.207,1330.4,96.544,2873.34,2.08439994,16.3
2019-06-10,1327.7,1340.61,1340.61,1325.23,96.761,2886.73,2.15009999,15.94
2019-06-11,1326.69,1327.856,1329.87,1320.03,96.686,2885.72,2.14479995,15.99
2019-06-12,1333.84,1326.71,1338.37,1326.184,97.0,2879.84,2.12220001,15.91
2019-06-13,1341.96,1333.27,1343.15,1332.55,97.013,2891.64,2.0927,15.82
2019-06-14,1341.29,1342.3,1358.3,1337.97,97.572,2886.98,2.08389997,15.28
2019-06-17,1339.776,1341.09,1343.59,1333.14,97.558,2889.67,2.09069991,15.35
2019-06-18,1346.6,1339.67,1354.64,1338.78,97.644,2917.75,2.05780005,15.15
2019-06-19,1360.24,1346.36,1362.54,1341.48,97.117,2926.46,2.02850008,14.33
2019-06-20,1387.435,1360.386,1393.928,1357.8,96.629,2954.18,2.02320004,14.75
2019-06-21,1398.6,1387.22,1411.83,1382.65,96.22,2950.46,2.05909991,15.4
2019-06-24,1419.1,1398.8,1421.38,1398.8,95.98,2945.35,2.01769996,15.26
2019-06-25,1423.594,1419.724,1439.14,1412.11,96.14,2917.38,1.98839998,16.28
2019-06-26,1409.39,1423.61,1424.436,1402.085,96.214,2913.78,2.05029988,16.21
2019-06-27,1409.71,1409.38,1412.12,1398.78,96.194,2924.92,2.01399994,15.82
2019-06-28,1409.1,1409.82,1424.636,1405.86,96.13,2941.76,2.00679994,15.08
2019-07-01,1383.77,1409.51,1409.51,1381.91,96.844,2964.33,2.03259993,14.06
2019-07-02,1421.624,1383.83,1421.624,1383.1,96.726,2973.01,1.97570002,12.93
2019-07-03,1418.75,1421.66,1437.7,1412.18,96.768,2995.82,1.95319998,12.57
2019-07-08,1395.08,1398.68,1407.65,1391.93,97.384,2975.95,2.04760003,13.96
2019-07-09,1397.276,1394.97,1400.025,1385.91,97.489,2979.63,2.07179999,14.09
2019-07-10,1418.46,1397.12,1418.97,1390.06,97.104,2993.07,2.06130004,13.03
2019-07-11,1404.236,1418.656,1427.16,1401.03,97.05,2999.91,2.14310002,12.93
2019-07-12,1415.3,1404.04,1417.1,1403.27,96.81,3013.77,2.1236999,12.39
2019-07-15,1414.385,1415.16,1419.75,1407.86,96.933,3014.3,2.09039998,12.68
2019-07-16,1406.156,1414.49,1418.23,1400.97,97.395,3004.04,2.10610008,12.86
2019-07-17,1426.356,1406.16,1426.78,1400.2,97.223,2984.42,2.04340005,13.97
2019-07-18,1446.936,1426.556,1448.2,1414.7,96.794,2995.11,2.02589989,13.53
2019-07-19,1425.38,1446.9,1452.95,1420.35,97.151,2976.61,2.05690002,14.45
2019-07-22,1425.238,1425.12,1430.02,1422.37,97.257,2985.03,2.04990005,13.53
2019-07-23,1417.846,1424.66,1430.23,1414.34,97.705,3005.47,2.0776999,12.61
2019-07-24,1425.81,1417.846,1429.52,1416.52,97.729,3019.56,2.04970002,12.07
2019-07-25,1414.13,1425.43,1433.798,1411.17,97.818,3003.67,2.08279991,12.74
2019-07-26,1418.2,1414.31,1424.84,1413.58,98.01,3025.86,2.07380009,12.16
2019-07-29,1426.6,1418.15,1428.13,1414.97,98.044,3020.97,2.06329989,12.83
2019-07-30,1431.08,1426.485,1433.216,1422.43,98.05,3013.18,2.05970001,13.94
2019-07-31,1412.3,1430.89,1434.35,1410.8,98.516,2980.38,2.00749993,16.12
2019-08-01,1445.2,1412.765,1446.01,1400.654,98.369,2953.56,1.90209997,17.87
2019-08-02,1440.59,1445.165,1449.3,1430.45,98.074,2932.05,1.8434,17.61
2019-08-05,1463.0,1440.65,1469.77,1436.93,97.522,2844.74,1.71759999,24.59
2019-08-06,1474.17,1468.347,1474.92,1456.57,97.63,2881.77,1.71580005,20.17
2019-08-07,1500.336,1474.322,1510.43,1472.41,97.544,2883.98,1.72070003,19.49
2019-08-08,1505.512,1500.1,1509.6,1490.2,97.618,2938.09,1.71889997,16.91
2019-08-09,1497.18,1504.632,1509.4,1494.957,97.491,2918.65,1.74469995,17.97
2019-08-12,1510.982,1497.18,1520.0,1487.56,97.38,2883.09,1.64030004,21.09
2019-08-13,1501.936,1510.916,1535.03,1480.0,97.812,2926.32,1.70179999,17.52
2019-08-14,1516.596,1501.916,1524.1,1494.2,97.987,2840.6,1.5826,22.1
2019-08-15,1523.046,1516.597,1527.06,1508.04,98.144,2847.6,1.50170004,21.18
2019-08-16,1513.26,1523.31,1528.0,1503.87,98.142,2888.68,1.56229997,18.47
2019-08-19,1496.085,1513.26,1513.26,1493.39,98.347,2923.65,1.60800004,16.88
2019-08-20,1507.858,1495.944,1508.7,1493.181,98.19,2900.51,1.55209994,17.5
2019-08-21,1502.324,1507.53,1508.06,1496.65,98.295,2924.43,1.59099996,15.8
2019-08-22,1498.836,1502.348,1504.58,1492.63,98.17,2922.95,1.61310005,16.68
2019-08-23,1526.74,1498.358,1530.222,1493.66,97.64,2847.11,1.53340006,19.87
2019-08-26,1527.205,1526.74,1555.33,1525.15,98.081,2878.38,1.53840005,19.32
2019-08-27,1541.945,1527.265,1544.68,1525.83,97.999,2869.16,1.47440004,20.31
2019-08-28,1539.625,1542.048,1546.9,1532.1,98.21,2887.94,1.4677,19.35
2019-08-29,1527.748,1539.377,1550.38,1519.875,98.507,2924.58,1.49619997,17.88
2019-08-30,1520.34,1527.748,1533.15,1517.15,98.916,2926.46,1.49940002,18.98
2019-09-04,1551.957,1546.855,1557.1,1534.01,98.451,2937.78,1.47070003,17.33
2019-09-05,1518.8,1552.01,1553.03,1506.54,98.414,2976.0,1.56529999,16.27
2019-09-06,1506.616,1517.201,1527.9,1502.74,98.394,2978.71,1.56019998,15.0
2019-09-09,1499.0,1507.21,1515.6,1497.76,98.281,2978.43,1.64719999,15.27
2019-09-10,1485.698,1498.842,1501.02,1484.63,98.326,2979.39,1.74370003,15.2
2019-09-11,1497.288,1485.62,1498.24,1485.39,98.645,3000.93,1.74549997,14.61
2019-09-12,1498.708,1497.288,1524.24,1489.39,98.309,3009.57,1.77849996,14.22
2019-09-13,1488.58,1498.748,1509.04,1485.91,98.257,3007.39,1.90110004,13.74
2019-09-16,1498.62,1488.75,1512.14,1488.75,98.61,2997.96,1.84319997,14.67
2019-09-17,1501.32,1498.604,1507.08,1493.62,98.261,3005.7,1.80999994,14.44
2019-09-18,1494.088,1501.16,1511.57,1483.36,98.561,3006.73,1.79960001,13.95
2019-09-19,1499.168,1493.885,1504.6,1489.125,98.272,3006.79,1.78740001,14.05
2019-09-20,1516.777,1499.078,1517.05,1498.09,98.513,2992.07,1.72150004,15.32
2019-09-23,1522.076,1516.23,1526.83,1511.69,98.599,2991.78,1.72329998,14.91
2019-09-24,1532.012,1522.09,1535.69,1515.77,98.337,2966.6,1.65240002,17.05
2019-09-25,1503.868,1531.375,1535.14,1500.55,99.037,2984.87,1.73720002,15.96
2019-09-26,1504.67,1503.868,1512.4,1500.59,99.132,2977.62,1.69729996,16.07
2019-09-27,1496.78,1504.4,1507.42,1487.098,99.109,2961.79,1.68700004,17.22
2019-09-30,1472.16,1496.78,1500.53,1464.645,99.377,2976.74,1.66799998,16.24
2019-10-01,1479.1,1472.204,1487.3,1459.23,99.128,2940.25,1.63520002,18.56
2019-10-02,1499.52,1478.745,1505.1,1474.67,99.019,2887.61,1.60090005,20.56
2019-10-03,1505.476,1499.478,1519.7,1495.978,98.864,2910.63,1.53410006,19.12
2019-10-04,1504.65,1505.478,1515.658,1495.978,98.808,2952.01,1.52900004,17.04
2019-10-07,1493.218,1504.65,1512.512,1488.2,98.967,2938.79,1.56480002,17.86
2019-10-08,1505.624,1493.415,1509.739,1487.12,99.133,2893.06,1.5323,20.28
2019-10-09,1505.362,1505.618,1512.4,1500.03,99.118,2919.4,1.58710003,18.64
2019-10-10,1493.692,1505.382,1517.008,1491.29,98.701,2938.13,1.66980004,17.57
2019-10-11,1488.67,1493.885,1503.3,1474.2,98.301,2970.27,1.7342,15.58
2019-10-15,1480.858,1493.098,1498.46,1477.35,98.288,2995.68,1.77100003,13.54
2019-10-16,1490.1,1481.038,1491.8,1477.2,98.002,2989.69,1.74469995,13.68
2019-10-17,1491.756,1490.219,1497.4,1483.59,97.607,2997.95,1.75,13.79
2019-10-18,1490.115,1491.718,1494.09,1485.05,97.282,2986.2,1.7536,14.25
2019-10-21,1484.688,1489.92,1495.208,1481.72,97.328,3006.72,1.80280006,14.0
2019-10-22,1487.688,1484.738,1489.0,1480.98,97.526,2995.99,1.76769996,14.46
2019-10-23,1491.632,1487.804,1496.268,1487.804,97.491,3004.52,1.76769996,14.01
2019-10-24,1503.576,1491.76,1504.1,1488.155,97.631,3010.29,1.77129996,13.71
2019-10-25,1504.398,1503.476,1517.948,1500.7,97.831,3022.55,1.79949999,12.65
2019-10-28,1492.298,1504.45,1508.188,1490.18,97.764,3039.42,1.84549999,13.11
2019-10-29,1488.015,1492.338,1494.758,1483.75,97.69,3036.89,1.83669996,13.2
2019-10-30,1495.598,1487.888,1496.598,1481.365,97.646,3046.77,1.77499998,12.33
2019-10-31,1512.564,1495.638,1514.3,1493.97,97.352,3037.56,1.6875,13.22
2019-11-01,1514.017,1512.724,1516.05,1503.465,97.239,3066.91,1.71379995,12.3
2019-11-04,1509.6,1513.73,1514.788,1504.55,97.505,3078.27,1.78050005,12.83
2019-11-05,1483.3,1509.6,1509.638,1479.55,97.983,3074.62,1.85660005,13.1
2019-11-06,1490.4,1483.4,1494.3,1482.56,97.952,3076.78,1.83010006,12.62
2019-11-07,1468.3,1490.4,1492.165,1460.799,98.143,3085.18,1.92949998,12.73
2019-11-08,1458.796,1468.3,1472.948,1456.419,98.353,3093.08,1.94509995,12.07
2019-11-12,1456.3,1455.6,1460.5,1445.817,98.309,3091.84,1.92770004,12.68
2019-11-13,1463.5,1456.3,1467.1,1455.918,98.373,3094.04,1.89119995,13.0
2019-11-14,1471.12,1463.5,1474.6,1461.298,98.163,3096.63,1.82210004,13.05
2019-11-15,1467.918,1471.3,1471.34,1462.605,97.999,3120.46,1.83589995,12.05
2019-11-18,1471.2,1467.56,1473.95,1456.525,97.794,3122.03,1.81519997,12.46
2019-11-19,1472.3,1471.2,1475.4,1464.965,97.856,3120.18,1.78600001,12.86
2019-11-20,1471.5,1472.3,1478.8,1466.132,97.934,3108.46,1.74660003,12.78
2019-11-21,1464.225,1471.5,1475.65,1462.53,97.993,3103.54,1.77569997,13.13
2019-11-22,1461.903,1464.1,1473.2,1461.49,98.27,3110.29,1.77059996,12.34
2019-11-25,1455.2,1461.88,1462.108,1454.212,98.323,3133.64,1.75170004,11.87
2019-11-26,1461.2,1455.2,1462.9,1450.192,98.252,3140.52,1.7414,11.54
2019-11-27,1454.3,1461.2,1461.864,1452.74,98.37,3153.63,1.76709998,11.75
2019-12-02,1462.2,1464.02,1465.53,1454.0,97.856,3113.87,1.82239997,14.91
2019-12-03,1477.3,1462.3,1481.738,1460.005,97.737,3093.2,1.71739995,15.96
2019-12-04,1474.4,1477.3,1484.1,1471.62,97.648,3112.76,1.77750003,14.8
2019-12-05,1475.8,1474.4,1480.34,1473.081,97.41,3117.43,1.80859995,14.52
2019-12-06,1460.028,1475.8,1479.9,1458.85,97.7,3145.91,1.84329998,13.62
